article_number,sequence,title,url,doi,start_page,end_page,authors,author_urls
11409291,,HERACLES: 8192-Way SIMD Programmable Scalable Fully-Homomorphic Encryption SoC for Privacy-Preserving Cloud Computing in Intel 3 CMOS,https://ieeexplore.ieee.org/document/11409291/,10.1109/ISSCC49663.2026.11409291,424,426,Anupam Golder; Raghavan Kumar; Sachin Taneja; Kylan Race; Paolo Aseron; James Greensky; Wen Wang; Huijing Gong; Lalith Kethareswaran; Vikram Suresh; Adish Vartak; AppaRao Challagundla; Jeremy Casas; Poornima Lalwaney; Duhyeong Kim; Christopher N. Gutierrez; Ernesto Zamora Ramos; Wonhee Cho; Jose M. Rojas Chaves; Michael Steiner; Dan Lake; Nataraj Yennampelli; Karthik Nivarthi; Kamalakanth Bijinapally; Bala Prasad Talamala; Sravanth Valluri; Vasantha Srirambhatla; Chris Wilkerson; Rosario Cammarota; Sanu Mathew,https://ieeexplore.ieee.org/author/37086949254; https://ieeexplore.ieee.org/author/37086490982; https://ieeexplore.ieee.org/author/37089459753; https://ieeexplore.ieee.org/author/321001050345928; https://ieeexplore.ieee.org/author/409307942944044; https://ieeexplore.ieee.org/author/37086680644; https://ieeexplore.ieee.org/author/37089963904; https://ieeexplore.ieee.org/author/841502072896408; https://ieeexplore.ieee.org/author/191696897616672; https://ieeexplore.ieee.org/author/37089023218; https://ieeexplore.ieee.org/author/816827246937554; https://ieeexplore.ieee.org/author/290431539741648; https://ieeexplore.ieee.org/author/37089863964; https://ieeexplore.ieee.org/author/37088452506; https://ieeexplore.ieee.org/author/37086459080; https://ieeexplore.ieee.org/author/37534499800; https://ieeexplore.ieee.org/author/37086084324; https://ieeexplore.ieee.org/author/37087884921; https://ieeexplore.ieee.org/author/488680238044707; https://ieeexplore.ieee.org/author/37086700845; https://ieeexplore.ieee.org/author/37991462200; https://ieeexplore.ieee.org/author/308151083706313; https://ieeexplore.ieee.org/author/773474468632769; https://ieeexplore.ieee.org/author/736844527361341; https://ieeexplore.ieee.org/author/767336790424398; https://ieeexplore.ieee.org/author/302356308457618; https://ieeexplore.ieee.org/author/159681790571073; https://ieeexplore.ieee.org/author/122955453072436; https://ieeexplore.ieee.org/author/38581075500; https://ieeexplore.ieee.org/author/565786565030456
11409039,25.2,25.2 A 28nm 0.48mJ/boot Torus FHE Processor for Arbitrary Computation on Encrypted Data,https://ieeexplore.ieee.org/document/11409039/,10.1109/ISSCC49663.2026.11409039,426,428,Xinglong Yu; Yi Sun; Yifan Zhao; Honglin Kuang; Song Wang; Zhen Yang; Jun Han,https://ieeexplore.ieee.org/author/37085502830; https://ieeexplore.ieee.org/author/37090028660; https://ieeexplore.ieee.org/author/37088903230; https://ieeexplore.ieee.org/author/37089805467; https://ieeexplore.ieee.org/author/213412492309042; https://ieeexplore.ieee.org/author/37090030308; https://ieeexplore.ieee.org/author/37290381500
11409037,25.3,25.3 A 16nm 0.042mm2 0.66μJ/Ops Lightweight MLWE PQC KEM with Cryptanalysis-ASIC Co-Optimization,https://ieeexplore.ieee.org/document/11409037/,10.1109/ISSCC49663.2026.11409037,428,430,Archisman Ghosh; Ming-Che Li; Lingke Ding; Suparna Kundu; Abdullah Sayeed; Angshuman Karmakar; Harshit Naman; Sarthak Antal; Ingrid Verbauwhede; Shreyas Sen,https://ieeexplore.ieee.org/author/37088803113; https://ieeexplore.ieee.org/author/657798236899040; https://ieeexplore.ieee.org/author/37089294886; https://ieeexplore.ieee.org/author/543386801121073; https://ieeexplore.ieee.org/author/700203758723988; https://ieeexplore.ieee.org/author/37086474402; https://ieeexplore.ieee.org/author/515917397867919; https://ieeexplore.ieee.org/author/224463027601289; https://ieeexplore.ieee.org/author/457671060980532; https://ieeexplore.ieee.org/author/37322064300
11409329,,OmniCrypt: A 435.86M-GOPS/W Bootstrappable Multi-Scheme FHE Accelerator with on-Chip Data Generation for Privacy-Preserving Computation,https://ieeexplore.ieee.org/document/11409329/,10.1109/ISSCC49663.2026.11409329,430,432,Adiwena Putra; Hyunjun Cho; Sungwoong Yune; Cuong Manh Duong; Jaeho Jeon; Joo-Young Kim,https://ieeexplore.ieee.org/author/37088937870; https://ieeexplore.ieee.org/author/806673169557304; https://ieeexplore.ieee.org/author/243082082895983; https://ieeexplore.ieee.org/author/706269771120231; https://ieeexplore.ieee.org/author/37982550600; https://ieeexplore.ieee.org/author/37090016694
11408981,,A 0.05mm2 1.19-to-7.34mW SQIsign-1D Isogeny-Based Post-Quantum Signature Verification Accelerator for IoT,https://ieeexplore.ieee.org/document/11408981/,10.1109/ISSCC49663.2026.11408981,432,434,Krishna Sai Tarun Ramapragada; Utsav Banerjee,https://ieeexplore.ieee.org/author/37089287375; https://ieeexplore.ieee.org/author/37086278009
11409007,25.6,25.6 A 17%/27% Area-/Energy-Overhead Glitch-Transition Secure SHA-3 Engine Fusing Dual-Rail Precharge Logic and Asymmetric Masking,https://ieeexplore.ieee.org/document/11409007/,10.1109/ISSCC49663.2026.11409007,434,436,Cankun Zhao; Hanyue Shui; Bohan Yang; Wenping Zhu; Yuluan Cao; Zhang Hou; Yuqi Liu; Xiangdong Han; Shuying Yin; Weinan Chen; Hanning Wang; Jinjiang Yang; Min Zhu; Aoyang Zhang; Leibo Liu,https://ieeexplore.ieee.org/author/37089849751; https://ieeexplore.ieee.org/author/213285688250953; https://ieeexplore.ieee.org/author/38243837100; https://ieeexplore.ieee.org/author/37087030691; https://ieeexplore.ieee.org/author/805571510536026; https://ieeexplore.ieee.org/author/37089969222; https://ieeexplore.ieee.org/author/223706407068294; https://ieeexplore.ieee.org/author/37086411243; https://ieeexplore.ieee.org/author/205828545221299; https://ieeexplore.ieee.org/author/37089822216; https://ieeexplore.ieee.org/author/37088177715; https://ieeexplore.ieee.org/author/37089502466; https://ieeexplore.ieee.org/author/37089445011; https://ieeexplore.ieee.org/author/37085828164; https://ieeexplore.ieee.org/author/37280777600
11409005,,TinyPAD: A 166μm2/Lane Variation-Tolerant Probing-Attack Detector for an 8Gb/s/Lane Chip-to-Chip Interface in 16nm FinFET,https://ieeexplore.ieee.org/document/11409005/,10.1109/ISSCC49663.2026.11409005,436,438,Mao Li; Rentao Wan; Sanu K Mathew; Vivek De; Mingoo Seok,https://ieeexplore.ieee.org/author/37089954625; https://ieeexplore.ieee.org/author/37088934372; https://ieeexplore.ieee.org/author/698581396076202; https://ieeexplore.ieee.org/author/37087172418; https://ieeexplore.ieee.org/author/38246117600
11409111,,A Sub-Threshold All-NMOS Reconfigurable PUF with Secure Configuration Selection for Stable 6b/Cell,https://ieeexplore.ieee.org/document/11409111/,10.1109/ISSCC49663.2026.11409111,438,440,Shufan Xu; Kunyang Liu; Lando Chan; Hironori Tagawa; Hirofumi Shinohara; Kiichi Niitsu,https://ieeexplore.ieee.org/author/37089807195; https://ieeexplore.ieee.org/author/37086552201; https://ieeexplore.ieee.org/author/875869681423809; https://ieeexplore.ieee.org/author/372415790321454; https://ieeexplore.ieee.org/author/37087744531; https://ieeexplore.ieee.org/author/37393074800
11409323,,A PVT Variation- and Attack-Tolerant Metastability-Based TRNG Using Binary Search in 2nm,https://ieeexplore.ieee.org/document/11409323/,10.1109/ISSCC49663.2026.11409323,440,442,Yelim Youn; Yong Lim; Jongmi Lee; Dongyeon Hong; Wan Kim; Yong-Sik Kwak; Kyoung-Jun Moon; Bogyeong Kang; Sangmin Yoo,https://ieeexplore.ieee.org/author/37085657786; https://ieeexplore.ieee.org/author/37085590929; https://ieeexplore.ieee.org/author/37086291075; https://ieeexplore.ieee.org/author/37088411551; https://ieeexplore.ieee.org/author/37069249000; https://ieeexplore.ieee.org/author/38468997400; https://ieeexplore.ieee.org/author/37288246300; https://ieeexplore.ieee.org/author/38106323900; https://ieeexplore.ieee.org/author/37089594188
11409134,25.10,25.10 A 65nm 0.066pJ/b Floating-Latch-Based True Random Number Generator Resilient to Power-Noise Injection Attacks,https://ieeexplore.ieee.org/document/11409134/,10.1109/ISSCC49663.2026.11409134,442,444,Kai Cheng; Yunbo Huang; Zunsong Yang; Li Wang; Hongyu Ren; Xiaoyu Shan; Pui-In Mak; Yong Chen; Bo Li,https://ieeexplore.ieee.org/author/659469998764157; https://ieeexplore.ieee.org/author/37088746958; https://ieeexplore.ieee.org/author/37086703326; https://ieeexplore.ieee.org/author/37088349062; https://ieeexplore.ieee.org/author/37089334137; https://ieeexplore.ieee.org/author/37088985822; https://ieeexplore.ieee.org/author/37088485344; https://ieeexplore.ieee.org/author/235918393157129; https://ieeexplore.ieee.org/author/37090021748
11409130,,Session 26 Overview: Compute Power and Supply Modulators,https://ieeexplore.ieee.org/document/11409130/,10.1109/ISSCC49663.2026.11409130,444,445,,
11409126,26.1,"26.1 Coupled-OSC-Based Converters Achieving 89.5% Peak Efficiency at 61MHz, 1.82W/mm2 Power Density at 360MHz, and Inherent Even Phase Interleaving",https://ieeexplore.ieee.org/document/11409126/,10.1109/ISSCC49663.2026.11409126,446,448,Jianxin Yang; Fuyao Zhang; Rui P. Martins; Mo Huang,https://ieeexplore.ieee.org/author/643883216252495; https://ieeexplore.ieee.org/author/37088833372; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37089950121
11409219,26.2,26.2 A Compact 4Vin 93.4%-Peak-Efficiency 12A Load and 20mV Undershoot Resonant Sigma Converter with PCB-Embedded Converter-on-Substrate Packaging,https://ieeexplore.ieee.org/document/11409219/,10.1109/ISSCC49663.2026.11409219,448,450,Yukan Du; Shengdao Ren; Zheyuan Fei; Ziteng Chen; Menglian Zhao; Chushan Li; Yong Ding; Wuhua Li; Zhichao Tan; Wanyuan Qu,https://ieeexplore.ieee.org/author/982236459481932; https://ieeexplore.ieee.org/author/37089386774; https://ieeexplore.ieee.org/author/245681390323351; https://ieeexplore.ieee.org/author/37087224986; https://ieeexplore.ieee.org/author/37087192737; https://ieeexplore.ieee.org/author/37403928700; https://ieeexplore.ieee.org/author/37674330200; https://ieeexplore.ieee.org/author/37087144801; https://ieeexplore.ieee.org/author/37085644888; https://ieeexplore.ieee.org/author/37086350395
11409149,,A Multi-Phase Hybrid Converter with Q Samplers Enabling Simultaneous IL Auto-Balance and Arbitrary Phase Count,https://ieeexplore.ieee.org/document/11409149/,10.1109/ISSCC49663.2026.11409149,450,452,Jiacheng Yang; Zihao Tang; Rui P. Martins; Mo Huang,https://ieeexplore.ieee.org/author/37089632454; https://ieeexplore.ieee.org/author/492747652133451; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37089950121
11409227,26.4,26.4 A 12-to-1V 90.5%-Peak-Efficiency 721A/cm3-Current-Density Quad-Output Converter with One Shared DC Capacitor,https://ieeexplore.ieee.org/document/11409227/,10.1109/ISSCC49663.2026.11409227,452,454,Qingqing Min; Jinyi Yuan; Ji Jin; Yichao Ji; Weiwei Xu; Lin Cheng,https://ieeexplore.ieee.org/author/672636355330789; https://ieeexplore.ieee.org/author/37089337316; https://ieeexplore.ieee.org/author/37089773475; https://ieeexplore.ieee.org/author/766269242386817; https://ieeexplore.ieee.org/author/37089772238; https://ieeexplore.ieee.org/author/37899786800
11409286,26.5,26.5 An Inductor-at-Middle Hybrid Buck Converter with Shared Power-Signal Path for Distributed Vertical Power Delivery,https://ieeexplore.ieee.org/document/11409286/,10.1109/ISSCC49663.2026.11409286,454,456,Zhongyao Zhu; Junwei Huang; Zhibang Song; Zhewen Yu; Shousheng Han; Sai-Weng Sin; Yan Lu,https://ieeexplore.ieee.org/author/774508520005270; https://ieeexplore.ieee.org/author/37090020439; https://ieeexplore.ieee.org/author/37090027503; https://ieeexplore.ieee.org/author/822046568615569; https://ieeexplore.ieee.org/author/37088924891; https://ieeexplore.ieee.org/author/37087167047; https://ieeexplore.ieee.org/author/37965214000
11408986,26.6,26.6 a 92.4%-Peak-Efficiency 48V to 0.8-to-1.6V Hybrid Converter with Inductor-Interleaved Fibonacci Switched-Capacitor,https://ieeexplore.ieee.org/document/11408986/,10.1109/ISSCC49663.2026.11408986,456,458,Hyun-Woo Jeong; Chan-Ho Lee; Hyeon-Ji Choi; Sung-Wan Hong,https://ieeexplore.ieee.org/author/363052628473283; https://ieeexplore.ieee.org/author/37089733844; https://ieeexplore.ieee.org/author/37089187099; https://ieeexplore.ieee.org/author/595415603921949
11409334,26.7,26.7 A 100A 93.4%-Peak-Efficiency LLC Resonant Converter with an Embedded Primary-Current-Extracted Regulator,https://ieeexplore.ieee.org/document/11409334/,10.1109/ISSCC49663.2026.11409334,458,460,Zeguo Liu; Yichao Ji; Zhiren Luo; Yu Ge; Weiwei Xu; Weiwei Huang; Lin Cheng,https://ieeexplore.ieee.org/author/37089337968; https://ieeexplore.ieee.org/author/766269242386817; https://ieeexplore.ieee.org/author/917229955381737; https://ieeexplore.ieee.org/author/37089097994; https://ieeexplore.ieee.org/author/37089772238; https://ieeexplore.ieee.org/author/37089177528; https://ieeexplore.ieee.org/author/37899786800
11409118,,A 1.2μs 1-to-12V Symbol Power Tracking Supply Modulator with Two-Step Subranging DVS Scheme and Boosted IL Slew Rate for 5G Mobile Devices,https://ieeexplore.ieee.org/document/11409118/,10.1109/ISSCC49663.2026.11409118,460,462,Changjin Chen; Minghao Shang; Yichao Ji; Lin Cheng,https://ieeexplore.ieee.org/author/37089579489; https://ieeexplore.ieee.org/author/37086081040; https://ieeexplore.ieee.org/author/766269242386817; https://ieeexplore.ieee.org/author/37899786800
11409358,,A Compact Dual-Capacitor Relay SPT Supply Modulator with Overshoot-Free Adaptive on-Time Control for 5G FR2 CMOS PA,https://ieeexplore.ieee.org/document/11409358/,10.1109/ISSCC49663.2026.11409358,462,464,Zhewen Yu; Zhiguo Tong; Junwei Huang; Jun Yin; Yan Lu,https://ieeexplore.ieee.org/author/822046568615569; https://ieeexplore.ieee.org/author/37088698180; https://ieeexplore.ieee.org/author/37090020439; https://ieeexplore.ieee.org/author/37085444225; https://ieeexplore.ieee.org/author/37965214000
11409232,,"Session 27 Overview: Frequency Generators, Multipliers and Modulators",https://ieeexplore.ieee.org/document/11409232/,10.1109/ISSCC49663.2026.11409232,464,465,,
11408980,27.1,27.1 A 20GHz Frequency Synthesizer with Spur-Shaping Modulator Achieving 46.2fs Jitter and −76.5dBc Worst-Case Fractional Spur,https://ieeexplore.ieee.org/document/11408980/,10.1109/ISSCC49663.2026.11408980,466,468,Zonglin Ye; Yuxuan Sun; Longxiang Hou; Yuhan Ding; Yixuan Wen; Hongyang Zhang; Xinlin Geng; Qian Xie; Shiheng Yang; Zheng Wang,https://ieeexplore.ieee.org/author/37089336840; https://ieeexplore.ieee.org/author/833333691707934; https://ieeexplore.ieee.org/author/248971651496147; https://ieeexplore.ieee.org/author/37090043491; https://ieeexplore.ieee.org/author/815837106980331; https://ieeexplore.ieee.org/author/37089760719; https://ieeexplore.ieee.org/author/37086575858; https://ieeexplore.ieee.org/author/37089116618; https://ieeexplore.ieee.org/author/37089226069; https://ieeexplore.ieee.org/author/37089397590
11409292,,"A 157fsrms-Jitter, −73dBc-Fractional-Spur, Calibration-Free Cascaded SPLL Employing Robust Feedforward Noise Cancellation and MMD-Based Quantization-Error Cancellation with a 60MHz Reference",https://ieeexplore.ieee.org/document/11409292/,10.1109/ISSCC49663.2026.11409292,468,470,Haoming Zhang; Yongjun He; Yuyang Zhu; Huanyu Ren; Tetsuya Iizuka,https://ieeexplore.ieee.org/author/37088203490; https://ieeexplore.ieee.org/author/881435101615810; https://ieeexplore.ieee.org/author/37089924451; https://ieeexplore.ieee.org/author/403578157316054; https://ieeexplore.ieee.org/author/37087614091
11409125,,A 14GHz Ring-Based 3rd-Order Fractional-N PLL with 164fsrms Jitter and a 100MHz Reference,https://ieeexplore.ieee.org/document/11409125/,10.1109/ISSCC49663.2026.11409125,470,472,Zhaochen Zhu; Qingxuan Lin; Zhiqiang Huang,https://ieeexplore.ieee.org/author/756191059447617; https://ieeexplore.ieee.org/author/359383021413130; https://ieeexplore.ieee.org/author/37085750267
11409041,,A 0.068mm2 8.5-to-12.7GHz Complementary Dual-Core VCO with Auto-2nd-Harmonic-Tracking Technique Achieving 202.7dBc/Hz Peak FoMT and 0.9dB-FoM Variation at a 1MHz Offset in a 39.6% Tuning Range,https://ieeexplore.ieee.org/document/11409041/,10.1109/ISSCC49663.2026.11409041,472,474,Xincheng Du; Xiangxun Zhan; Tincheng Ou; Zaize Chen; Jinge Li; Haoran Li; Zhizhan Yang; Zhuo Xu; Pui-In Mak; Rui P. Martins; Jun Yin,https://ieeexplore.ieee.org/author/471319346261495; https://ieeexplore.ieee.org/author/37089771652; https://ieeexplore.ieee.org/author/696001044995478; https://ieeexplore.ieee.org/author/134860378236500; https://ieeexplore.ieee.org/author/37088812884; https://ieeexplore.ieee.org/author/37089185615; https://ieeexplore.ieee.org/author/37089644923; https://ieeexplore.ieee.org/author/141882011756668; https://ieeexplore.ieee.org/author/37088485344; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/896679577706064
11409336,27.5,27.5 A $17.9-\text{to}-22.4 \text{GHz} 195.6 \pm 1.3 \text{dBc} / \text{Hz}$ FoM Quad-Core Class-F−1 VCO Featuring Improved Synchronization Using a Circular Pentafilar Transformer-Based Tank,https://ieeexplore.ieee.org/document/11409336/,10.1109/ISSCC49663.2026.11409336,474,476,Yue Wu; Yatao Peng; Jiawei Li; Fengen Yuan; Jinge Li; Jun Yin; Rui P. Martins; Pui-In Mak,https://ieeexplore.ieee.org/author/460245778780659; https://ieeexplore.ieee.org/author/37086825865; https://ieeexplore.ieee.org/author/850056782721351; https://ieeexplore.ieee.org/author/37089651912; https://ieeexplore.ieee.org/author/37088812884; https://ieeexplore.ieee.org/author/896679577706064; https://ieeexplore.ieee.org/author/37086499417; https://ieeexplore.ieee.org/author/37088485344
11409004,27.6,27.6 A 9.7GHz Self-Linearized-VCO-Based FMCW Chirp Generator Achieving 1.56GHz/μs Slope and 0.57μS Duration with 0.094% RMS Frequency Error,https://ieeexplore.ieee.org/document/11409004/,10.1109/ISSCC49663.2026.11409004,476,478,Daxu Zhang; Yuncheng Zhang; Zezheng Liu; Yuang Xiong; Michele Rossoni; Wenqian Wang; Ashbir Aviat Fadila; Duo Li; Minzhe Tang; Dongfan Xu; Carrel de Gomez; Dingxin Xu; Kazuaki Kunihiro; Hiroyuki Sakai; Kenichi Okada,https://ieeexplore.ieee.org/author/37086131396; https://ieeexplore.ieee.org/author/37086380461; https://ieeexplore.ieee.org/author/37089005717; https://ieeexplore.ieee.org/author/37089774067; https://ieeexplore.ieee.org/author/37089771580; https://ieeexplore.ieee.org/author/37088799844; https://ieeexplore.ieee.org/author/37089613099; https://ieeexplore.ieee.org/author/559485874760845; https://ieeexplore.ieee.org/author/37089338078; https://ieeexplore.ieee.org/author/37088658874; https://ieeexplore.ieee.org/author/345479232195161; https://ieeexplore.ieee.org/author/37085698252; https://ieeexplore.ieee.org/author/37087275872; https://ieeexplore.ieee.org/author/37089772854; https://ieeexplore.ieee.org/author/765938660706520
